text,label
"原标题：康佰馨董事长卖假口罩被抓,股东高济医药控制多家药房?,2月27日，有媒体报道称，北京京海康佰馨医药有限责任公司（简称康佰馨）董事长李东等人，涉嫌购买58万余只假冒的3M口罩以谋取不法利益，日前被北京警方调查，包括李东在内的22位涉案人员，已被公安机关抓获。","[{""start"": 4, ""end"": 7, ""text"": ""康佰馨"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 14, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 31, ""end"": 36, ""text"": ""2月27日"", ""labels"": [""TIME""]}, {""start"": 44, ""end"": 59, ""text"": ""北京京海康佰馨医药有限责任公司"", ""labels"": [""ORG""]}, {""start"": 62, ""end"": 65, ""text"": ""康佰馨"", ""labels"": [""ORG""]}, {""start"": 69, ""end"": 71, ""text"": ""李东"", ""labels"": [""PER""]}, {""start"": 88, ""end"": 90, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 101, ""end"": 103, ""text"": ""北京"", ""labels"": [""LOC""]}, {""start"": 110, ""end"": 112, ""text"": ""李东"", ""labels"": [""PER""]}]"
目前，上海正在制定具体操作细则，正在和浦发银行沟通，便于旅行社操作，争取都是网上操作，尽量不用跑现场，有望在一个月之内完成暂退保证金工作；同时会将加强监管力度，对未按期交还保证金的旅行社将进行查处，并记入企业信用档案。,"[{""start"": 3, ""end"": 5, ""text"": ""上海"", ""labels"": [""LOC""]}, {""start"": 19, ""end"": 23, ""text"": ""浦发银行"", ""labels"": [""ORG""]}]"
"原标题：世卫组织：所有国家都必须为潜在的大流行做好准备,来源：世界卫生组织,图片来源：WHO,文,|","[{""start"": 4, ""end"": 8, ""text"": ""世卫组织"", ""labels"": [""ORG""]}, {""start"": 31, ""end"": 37, ""text"": ""世界卫生组织"", ""labels"": [""ORG""]}, {""start"": 43, ""end"": 46, ""text"": ""WHO"", ""labels"": [""ORG""]}]"
",消费方面，朱民指出，通过大数据的调研，我们估计今年1-2月期间，线上、线下消费可能会下降。","[{""start"": 26, ""end"": 30, ""text"": ""1-2月"", ""labels"": [""TIME""]}]"
",另据新加坡《联合早报》网站2月6日报道，“钻石公主”号1月20日自横滨出发，22日停靠鹿儿岛，25日抵达香港，之后驶往越南等地。","[{""start"": 3, ""end"": 6, ""text"": ""新加坡"", ""labels"": [""LOC""]}, {""start"": 6, ""end"": 12, ""text"": ""《联合早报》"", ""labels"": [""ORG""]}, {""start"": 14, ""end"": 18, ""text"": ""2月6日"", ""labels"": [""TIME""]}, {""start"": 28, ""end"": 33, ""text"": ""1月20日"", ""labels"": [""TIME""]}, {""start"": 34, ""end"": 36, ""text"": ""横滨"", ""labels"": [""LOC""]}, {""start"": 39, ""end"": 42, ""text"": ""22日"", ""labels"": [""TIME""]}, {""start"": 44, ""end"": 47, ""text"": ""鹿儿岛"", ""labels"": [""LOC""]}, {""start"": 48, ""end"": 51, ""text"": ""25日"", ""labels"": [""TIME""]}, {""start"": 53, ""end"": 55, ""text"": ""香港"", ""labels"": [""LOC""]}, {""start"": 60, ""end"": 62, ""text"": ""越南"", ""labels"": [""LOC""]}]"
此外，由于发热病人增多及就诊率上升，根据目前发热门诊诊疗流程，我们认为迈瑞医疗（血常规+CRP）、安图生物（代理的流感九项中包含甲乙流和合胞病毒核酸检测项目）以及万孚生物（感染炎症因子）等产品诊断频次可能会有明显上升。,"[{""start"": 22, ""end"": 24, ""text"": ""发热"", ""labels"": [""SYM""]}, {""start"": 5, ""end"": 7, ""text"": ""发热"", ""labels"": [""SYM""]}, {""start"": 64, ""end"": 67, ""text"": ""甲乙流"", ""labels"": [""TREAT""]}, {""start"": 72, ""end"": 76, ""text"": ""核酸检测"", ""labels"": [""TREAT""]}]"
这是公司继2007年股价上涨14年后的再次回归。,"[{""start"": 5, ""end"": 10, ""text"": ""2007年"", ""labels"": [""TIME""]}]"
"”,另据上证报的消息，茅台集团将在2月13日首先恢复生产及保障系统，到2月17日，再视疫情发展逐步恢复包装、勾贮及机关管理岗位工作安排。","[{""start"": 4, ""end"": 7, ""text"": ""上证报"", ""labels"": [""PER""]}, {""start"": 11, ""end"": 15, ""text"": ""茅台集团"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 22, ""text"": ""2月13日"", ""labels"": [""TIME""]}, {""start"": 35, ""end"": 40, ""text"": ""2月17日"", ""labels"": [""TIME""]}]"
",陈音江向国是直通车表示，疫情发生地的信息可以准确到具体的小区、楼号等，这样物业或卫生清洁人员可以有针对性地采取相应措施，周围的居民也可以更好地注意防范。","[{""start"": 1, ""end"": 3, ""text"": ""陈音"", ""labels"": [""PER""]}, {""start"": 3, ""end"": 6, ""text"": ""江向国"", ""labels"": [""PER""]}]"
",华创证券分仓佣金增长乏力,最近受疫情因素影响，各券商研究所纷纷通过举办电话会的方式服务投资者，使得最近每天券商电话会的数量要远多于往常。","[{""start"": 1, ""end"": 5, ""text"": ""华创证券"", ""labels"": [""ORG""]}]"
"”,公司员工大多来自省内南阳市，因疫情蔓延一时难以返回。","[{""start"": 12, ""end"": 15, ""text"": ""南阳市"", ""labels"": [""LOC""]}]"
”3月3日上午，泓泉私募基金总经理李科杰告诉记者。,"[{""start"": 1, ""end"": 5, ""text"": ""3月3日"", ""labels"": [""TIME""]}, {""start"": 8, ""end"": 14, ""text"": ""泓泉私募基金"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 20, ""text"": ""李科杰"", ""labels"": [""PER""]}]"
疫情被世界卫生组织列为“国际关注的突发公共卫生事件”后，人们对进出口贸易的担忧进一步加剧。,"[{""start"": 3, ""end"": 9, ""text"": ""世界卫生组织"", ""labels"": [""ORG""]}]"
按照余芳的说法，就像一根崩得紧的不能再紧的弦，随时可能断裂。,"[{""start"": 2, ""end"": 4, ""text"": ""余芳"", ""labels"": [""PER""]}]"
",自2019年8月LPR新形成机制改革以来，已报价7次，其中和多数房贷期限对应的5年期以上LPR有过2次“降价”，一次是去年11月，一次是今年2月，均下降5个基点，每次调整百万月供可减少约30元。","[{""start"": 2, ""end"": 9, ""text"": ""2019年8月"", ""labels"": [""TIME""]}, {""start"": 62, ""end"": 65, ""text"": ""11月"", ""labels"": [""TIME""]}, {""start"": 71, ""end"": 73, ""text"": ""2月"", ""labels"": [""TIME""]}]"
昨日，上海市人民政府发布《致全市各企业书》，希望各企业尽量安排员工错峰返沪，科学制定复工复产计划，灵活安排员工分批返岗。,"[{""start"": 3, ""end"": 10, ""text"": ""上海市人民政府"", ""labels"": [""ORG""]}]"
因此，对比2003-2005年非洲地区及全球粮食作物产量、价格对今年会更有比较意义。,"[{""start"": 5, ""end"": 15, ""text"": ""2003-2005年"", ""labels"": [""TIME""]}, {""start"": 15, ""end"": 17, ""text"": ""非洲"", ""labels"": [""LOC""]}]"
",25日上午，记者拨打居然之家位于武汉总部的对外公开电话，其工作人员表示：自己是在值班，不属于这个部门，并不清楚，如果有这个政策的话，它后期自然会执行的，你也不用着急必须这一两天知道结果。","[{""start"": 1, ""end"": 6, ""text"": ""25日上午"", ""labels"": [""TIME""]}, {""start"": 11, ""end"": 15, ""text"": ""居然之家"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 19, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
”杨乐告诉记者，在金禾实业打响的这场战“疫”中，京东、苏宁、圆通、德邦、南京智通三千、百世快递、中外运、福佑、宁波运输协会等等，都是免费帮忙运送消毒液到湖北。,"[{""start"": 1, ""end"": 3, ""text"": ""杨乐"", ""labels"": [""PER""]}, {""start"": 24, ""end"": 26, ""text"": ""京东"", ""labels"": [""ORG""]}, {""start"": 27, ""end"": 29, ""text"": ""苏宁"", ""labels"": [""ORG""]}, {""start"": 30, ""end"": 32, ""text"": ""圆通"", ""labels"": [""ORG""]}, {""start"": 33, ""end"": 35, ""text"": ""德邦"", ""labels"": [""ORG""]}, {""start"": 36, ""end"": 42, ""text"": ""南京智通三千"", ""labels"": [""ORG""]}, {""start"": 43, ""end"": 47, ""text"": ""百世快递"", ""labels"": [""ORG""]}, {""start"": 48, ""end"": 51, ""text"": ""中外运"", ""labels"": [""ORG""]}, {""start"": 52, ""end"": 54, ""text"": ""福佑"", ""labels"": [""ORG""]}, {""start"": 55, ""end"": 61, ""text"": ""宁波运输协会"", ""labels"": [""ORG""]}, {""start"": 72, ""end"": 75, ""text"": ""消毒液"", ""labels"": [""TOOL""]}, {""start"": 76, ""end"": 78, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
"原标题：战“疫”实录丨实探武汉红会物资仓库：捐赠物资不断,医院人士仍“等米下锅”,来源：每日经济新闻,每经记者,张明双????每经编辑,魏官红????,武汉国际博览中心内的物资,图片来源：每经记者,张明双,摄,全国各地捐赠物资源源不断，武汉多家医院却连连断炊，发出医疗物资紧缺的声音，负责接收捐赠的湖北省红十字会和武汉市红十字会也被舆论推上风口浪尖。","[{""start"": 13, ""end"": 17, ""text"": ""武汉红会"", ""labels"": [""ORG""]}, {""start"": 44, ""end"": 50, ""text"": ""每日经济新闻"", ""labels"": [""ORG""]}, {""start"": 56, ""end"": 59, ""text"": ""张明双"", ""labels"": [""PER""]}, {""start"": 63, ""end"": 65, ""text"": ""每经"", ""labels"": [""ORG""]}, {""start"": 51, ""end"": 53, ""text"": ""每经"", ""labels"": [""ORG""]}, {""start"": 68, ""end"": 71, ""text"": ""魏官红"", ""labels"": [""PER""]}, {""start"": 76, ""end"": 84, ""text"": ""武汉国际博览中心"", ""labels"": [""ORG""]}, {""start"": 94, ""end"": 96, ""text"": ""每经"", ""labels"": [""PER""]}, {""start"": 99, ""end"": 102, ""text"": ""张明双"", ""labels"": [""PER""]}, {""start"": 118, ""end"": 120, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 149, ""end"": 156, ""text"": ""湖北省红十字会"", ""labels"": [""ORG""]}, {""start"": 157, ""end"": 164, ""text"": ""武汉市红十字会"", ""labels"": [""ORG""]}]"
复查结果出来，双肺病变在增加，这个是我能料到的。,"[{""start"": 7, ""end"": 11, ""text"": ""双肺病变"", ""labels"": [""SYM""]}]"
",各位联想同仁：,开工安康！","[{""start"": 3, ""end"": 5, ""text"": ""联想"", ""labels"": [""ORG""]}]"
",消费、交通行业受影响大，电子、在线教育或迎机会,国盛证券符蓉团队表示，疫情对经济长周期的影响十分有限，SARS之后PPI和CPI双双上升，开启了中国白酒发展的黄金十年。","[{""start"": 25, ""end"": 29, ""text"": ""国盛证券"", ""labels"": [""ORG""]}, {""start"": 52, ""end"": 56, ""text"": ""SARS"", ""labels"": [""DIS""]}]"
",当前，欣龙控股涨停板的价格上还挂着3722手买单，公司接下来的走势值得关注。","[{""start"": 4, ""end"": 8, ""text"": ""欣龙控股"", ""labels"": [""ORG""]}]"
央行曾于2月3日同时下调7天期、14天期逆回购操作利率10个基点。,"[{""start"": 0, ""end"": 2, ""text"": ""央行"", ""labels"": [""ORG""]}, {""start"": 4, ""end"": 8, ""text"": ""2月3日"", ""labels"": [""TIME""]}]"
与此同时，由于疫情的影响，电影院暂停营业，剧组全面停止拍摄，这也让影视公司2020年的发展充满不确定性。,"[{""start"": 37, ""end"": 42, ""text"": ""2020年"", ""labels"": [""TIME""]}]"
",从海外经验来看，海外央行一般也更关注核心CPI。","[{""start"": 9, ""end"": 13, ""text"": ""海外央行"", ""labels"": [""ORG""]}]"
"”,艾尔沃德博士表示，他知道一些记者的论调。","[{""start"": 2, ""end"": 6, ""text"": ""艾尔沃德"", ""labels"": [""PER""]}]"
",此外，曹宇还在采访中透露，按照资管新规要求，稳妥有序完成存量资管业务规范整改工作，对到2020年底确实难以完成处置的，允许适当延长过渡期。","[{""start"": 4, ""end"": 6, ""text"": ""曹宇"", ""labels"": [""PER""]}, {""start"": 44, ""end"": 49, ""text"": ""2020年"", ""labels"": [""TIME""]}]"
"国务院联防联控机制就科学防治精准施策分区分级做好疫情防控工作情况举行发布会,国务院联防联控机制定于2月25日15时在北京国二招宾馆（北京市西直门南大街6号）东楼三层中会议厅召开新闻发布会，介绍科学防治精准施策分区分级做好疫情防控工作情况。","[{""start"": 0, ""end"": 9, ""text"": ""国务院联防联控机制"", ""labels"": [""ORG""]}, {""start"": 38, ""end"": 47, ""text"": ""国务院联防联控机制"", ""labels"": [""ORG""]}, {""start"": 49, ""end"": 57, ""text"": ""2月25日15时"", ""labels"": [""TIME""]}, {""start"": 58, ""end"": 65, ""text"": ""北京国二招宾馆"", ""labels"": [""LOC""]}, {""start"": 66, ""end"": 77, ""text"": ""北京市西直门南大街6号"", ""labels"": [""LOC""]}]"
"?,【增减持】,龙大肉食：股东拟减持不超2%股份,龙大肉食（002726）2月6日晚公告，持股11.3%的股东伊藤忠（中国）集团有限公司，拟十五个交易日后四个月内减持不超过公司总股本的2%，即1998万股。","[{""start"": 7, ""end"": 12, ""text"": "",龙大肉食"", ""labels"": [""ORG""]}, {""start"": 25, ""end"": 29, ""text"": ""龙大肉食"", ""labels"": [""ORG""]}, {""start"": 37, ""end"": 41, ""text"": ""2月6日"", ""labels"": [""TIME""]}, {""start"": 55, ""end"": 68, ""text"": ""伊藤忠（中国）集团有限公司"", ""labels"": [""ORG""]}]"
",值得关注的是，此前，毛利率和净利率一直超过竞争对手的周黑鸭，于2018年首次出现了各项经营指标下滑的趋势，2018年净利润同比下降29.09%。","[{""start"": 27, ""end"": 30, ""text"": ""周黑鸭"", ""labels"": [""ORG""]}, {""start"": 32, ""end"": 37, ""text"": ""2018年"", ""labels"": [""TIME""]}, {""start"": 54, ""end"": 59, ""text"": ""2018年"", ""labels"": [""TIME""]}]"
",因此，沙特采取了更为激进的措施，通过降价和增产来抢夺丢失的市场份额，以及希望带给俄罗斯更多的威慑以逼迫其回到谈判桌前。","[{""start"": 4, ""end"": 6, ""text"": ""沙特"", ""labels"": [""LOC""]}, {""start"": 41, ""end"": 44, ""text"": ""俄罗斯"", ""labels"": [""LOC""]}]"
",暂停对外开放景区名单：,（总台央视记者,王溪,陈政）,责任编辑：陈鑫","[{""start"": 14, ""end"": 18, ""text"": ""总台央视"", ""labels"": [""ORG""]}, {""start"": 21, ""end"": 23, ""text"": ""王溪"", ""labels"": [""PER""]}, {""start"": 24, ""end"": 26, ""text"": ""陈政"", ""labels"": [""PER""]}, {""start"": 33, ""end"": 35, ""text"": ""陈鑫"", ""labels"": [""PER""]}]"
",疫情暴发以来，各地警方查获多起销售假冒伪劣口罩案件。","[{""start"": 22, ""end"": 24, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
"原标题：WHO通报武汉肺炎事件：不建议对中国实施旅行限制,世卫组织通报武汉不明肺炎事件：不建议对中国实施旅行或贸易限制,2020-01-06,09：00：54,（观察者网讯）1月5日，世界卫生组织（WHO）对近日武汉出现的不明原因肺炎病例进行了通报，并表示“根据目前掌握的信息，不建议对中国实施任何旅行或贸易限制”。","[{""start"": 4, ""end"": 7, ""text"": ""WHO"", ""labels"": [""ORG""]}, {""start"": 9, ""end"": 11, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 11, ""end"": 13, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 20, ""end"": 22, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 29, ""end"": 33, ""text"": ""世卫组织"", ""labels"": [""ORG""]}, {""start"": 35, ""end"": 37, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 39, ""end"": 41, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 48, ""end"": 50, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 60, ""end"": 76, ""text"": ""2020-01-06,09：00"", ""labels"": [""TIME""]}, {""start"": 81, ""end"": 86, ""text"": ""观察者网讯"", ""labels"": [""ORG""]}, {""start"": 87, ""end"": 91, ""text"": ""1月5日"", ""labels"": [""TIME""]}, {""start"": 92, ""end"": 98, ""text"": ""世界卫生组织"", ""labels"": [""ORG""]}, {""start"": 99, ""end"": 102, ""text"": ""WHO"", ""labels"": [""ORG""]}, {""start"": 106, ""end"": 108, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 115, ""end"": 117, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 143, ""end"": 145, ""text"": ""中国"", ""labels"": [""LOC""]}]"
其中，上汽大众销量11.30万辆，同比下滑40.53%；上汽通用销量12.54万辆，同比下滑30.49%；上汽通用五菱销售7.82万辆，同比下滑51.10%。,"[{""start"": 3, ""end"": 7, ""text"": ""上汽大众"", ""labels"": [""ORG""]}, {""start"": 28, ""end"": 32, ""text"": ""上汽通用"", ""labels"": [""ORG""]}, {""start"": 53, ""end"": 59, ""text"": ""上汽通用五菱"", ""labels"": [""ORG""]}]"
从资金方面我们也看到了一些积极因素，虽然鼠年首个交易日市场出现了较大波动，然而北上资金全天大额净买入，这反映出来外资对于中国市场依旧看好，借助短期波动机会抢筹，从中长期来看，短期调整将给与投资者逢低布局的机会。,"[{""start"": 20, ""end"": 22, ""text"": ""鼠年"", ""labels"": [""TIME""]}, {""start"": 60, ""end"": 62, ""text"": ""中国"", ""labels"": [""LOC""]}]"
",大湾区：线上营销效果待考,看好楼市前景,来源：中国房地产报,文/熊俊萍,正月十六，开车一路经过市内多个项目营销中心，发现几乎无一例外都大门紧锁，在这种非常时期，大家立即就明白：生命高于一切，房子又算得了什么。","[{""start"": 1, ""end"": 4, ""text"": ""大湾区"", ""labels"": [""LOC""]}, {""start"": 24, ""end"": 30, ""text"": ""中国房地产报"", ""labels"": [""ORG""]}, {""start"": 33, ""end"": 36, ""text"": ""熊俊萍"", ""labels"": [""PER""]}, {""start"": 37, ""end"": 41, ""text"": ""正月十六"", ""labels"": [""TIME""]}]"
在接受采访时，雷军说，‘原来的计划都推翻了，什么时候发、怎么发，我们内部来回讨论了很久。,"[{""start"": 7, ""end"": 9, ""text"": ""雷军"", ""labels"": [""PER""]}]"
",齐藤铁夫则表示，公明党对中方遭受疫情表示诚挚慰问，并衷心感谢中方为保障在华日本公民健康安全所做的积极努力。","[{""start"": 1, ""end"": 5, ""text"": ""齐藤铁夫"", ""labels"": [""PER""]}, {""start"": 9, ""end"": 12, ""text"": ""公明党"", ""labels"": [""ORG""]}, {""start"": 13, ""end"": 15, ""text"": ""中方"", ""labels"": [""ORG""]}, {""start"": 31, ""end"": 33, ""text"": ""中方"", ""labels"": [""ORG""]}]"
",根据国家卫生健康委员会官方微博“健康中国”发布的数据，截至1月22日24时，全国新型冠状病毒感染肺炎确诊571例。","[{""start"": 3, ""end"": 11, ""text"": ""国家卫生健康委员"", ""labels"": [""ORG""]}, {""start"": 30, ""end"": 38, ""text"": ""1月22日24时"", ""labels"": [""TIME""]}, {""start"": 41, ""end"": 47, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 49, ""end"": 51, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 51, ""end"": 53, ""text"": ""确诊"", ""labels"": [""TREAT""]}]"
据信息化部李任卿介绍，为确保24小时提供招展、招商、论坛等业务的中英双语咨询服务，968888客服热线增加了人员配备，并同时做好人员疫情防控保障，比如发放口罩、坐席消毒、增加坐席间隔等。,"[{""start"": 5, ""end"": 8, ""text"": ""李任卿"", ""labels"": [""PER""]}, {""start"": 1, ""end"": 5, ""text"": ""信息化部"", ""labels"": [""ORG""]}, {""start"": 77, ""end"": 79, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
你的口罩可能在路上了！,"[{""start"": 2, ""end"": 4, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
肖港、郭天友分别受到政务警告处分。,"[{""start"": 0, ""end"": 2, ""text"": ""肖港"", ""labels"": [""PER""]}, {""start"": 3, ""end"": 6, ""text"": ""郭天友"", ""labels"": [""PER""]}]"
"?,影响不一,业内人士接受中国证券报记者采访时表示，虽然疫情是暂时性的，但是由于疫情而导致的人流量减少以及交通运输缓慢等问题，给不少产业造成了一定负面影响。","[{""start"": 13, ""end"": 18, ""text"": ""中国证券报"", ""labels"": [""ORG""]}]"
",一期功能主要于2020年2月20日上线试运行。","[{""start"": 8, ""end"": 18, ""text"": ""2020年2月20日"", ""labels"": [""TIME""]}]"
2次核酸检测阴性，经专家组评估，符合出院条件，于2月2日16：40正式出院。,"[{""start"": 2, ""end"": 6, ""text"": ""核酸检测"", ""labels"": [""TREAT""]}, {""start"": 6, ""end"": 8, ""text"": ""阴性"", ""labels"": [""TREAT""]}, {""start"": 24, ""end"": 33, ""text"": ""2月2日16：40"", ""labels"": [""TIME""]}]"
",GC2020-001地块336.92亩，位于经开区白沙大道南侧、星光大道西面。","[{""start"": 23, ""end"": 30, ""text"": ""经开区白沙大道"", ""labels"": [""LOC""]}, {""start"": 33, ""end"": 37, ""text"": ""星光大道"", ""labels"": [""LOC""]}]"
",双方原定的交货时间为2月21日，后来湖南博友告知陈晨口罩机需要多等几天，2月25日才能交货。","[{""start"": 11, ""end"": 16, ""text"": ""2月21日"", ""labels"": [""TIME""]}, {""start"": 19, ""end"": 21, ""text"": ""湖南"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 27, ""text"": ""陈晨"", ""labels"": [""PER""]}, {""start"": 27, ""end"": 29, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 37, ""end"": 42, ""text"": ""2月25日"", ""labels"": [""TIME""]}]"
",吴明正医生：,恢复的还可以，就是体力还差一些。","[{""start"": 1, ""end"": 4, ""text"": ""吴明正"", ""labels"": [""PER""]}]"
比如北京已经对滑冰滑雪场所给予用水用电补贴，吉林对旅游滑雪场给予专项补助等。,"[{""start"": 2, ""end"": 4, ""text"": ""北京"", ""labels"": [""LOC""]}, {""start"": 22, ""end"": 24, ""text"": ""吉林"", ""labels"": [""LOC""]}]"
",资中筠：前面提到的最近陈国强院士等几位医学专家发表的文章，提出的问题和建议正是我想说而说不到位的，确实是专家了解实情，都是直率中肯之见。","[{""start"": 1, ""end"": 4, ""text"": ""资中筠"", ""labels"": [""PER""]}, {""start"": 12, ""end"": 15, ""text"": ""陈国强"", ""labels"": [""PER""]}]"
工信部旗下的赛迪研究院预测，按目前额温枪最高15000台/天的产能，预计一个半月就能完全满足市场需求。,"[{""start"": 0, ""end"": 3, ""text"": ""工信部"", ""labels"": [""ORG""]}, {""start"": 6, ""end"": 11, ""text"": ""赛迪研究院"", ""labels"": [""ORG""]}]"
",国家统计局服务业调查中心高级统计师赵庆河指出，调查结果显示，本月反映劳动力供应不足的企业比重为17.6%，比上月提高2.1个百分点，表明受春节因素影响，制造业企业用工较为紧张。","[{""start"": 1, ""end"": 13, ""text"": ""国家统计局服务业调查中心"", ""labels"": [""ORG""]}, {""start"": 18, ""end"": 21, ""text"": ""赵庆河"", ""labels"": [""PER""]}, {""start"": 70, ""end"": 72, ""text"": ""春节"", ""labels"": [""TIME""]}]"
江苏、山东、福建、辽宁、广东和江西等地的规模以上工业企业复工率也已超过70%。,"[{""start"": 0, ""end"": 2, ""text"": ""江苏"", ""labels"": [""LOC""]}, {""start"": 3, ""end"": 5, ""text"": ""山东"", ""labels"": [""LOC""]}, {""start"": 6, ""end"": 8, ""text"": ""福建"", ""labels"": [""LOC""]}, {""start"": 9, ""end"": 11, ""text"": ""辽宁"", ""labels"": [""LOC""]}, {""start"": 12, ""end"": 14, ""text"": ""广东"", ""labels"": [""LOC""]}, {""start"": 15, ""end"": 17, ""text"": ""江西"", ""labels"": [""LOC""]}]"
"原标题：澳门特首：澳门决定暂停博彩业及相关娱乐行业半个月,快讯！","[{""start"": 4, ""end"": 6, ""text"": ""澳门"", ""labels"": [""LOC""]}, {""start"": 9, ""end"": 11, ""text"": ""澳门"", ""labels"": [""LOC""]}]"
",郭燕红表示，要进一步加强对出院患者的管理，目前，已要求对出院患者进行14天的医学观察，在观察中加强跟踪随访、健康监测和健康指导。","[{""start"": 1, ""end"": 4, ""text"": ""郭燕红"", ""labels"": [""PER""]}]"
值班当天是她的生日，老爸老妈舍不得女儿，专程从安徽驱车赶到扬州，在医院门口等了她4个多小时。,"[{""start"": 23, ""end"": 25, ""text"": ""安徽"", ""labels"": [""LOC""]}, {""start"": 29, ""end"": 31, ""text"": ""扬州"", ""labels"": [""LOC""]}]"
二是从其他地区来沪、返沪人员要主动申报，社区要做好登记和管理。,"[{""start"": 8, ""end"": 9, ""text"": ""沪"", ""labels"": [""LOC""]}, {""start"": 11, ""end"": 12, ""text"": ""沪"", ""labels"": [""LOC""]}]"
美股这一次大跌，很多人把它归咎于疫情，其实疫情仅仅是一个触发因素，真正导致美股连续暴跌的原因是因为美股太高了，累积了大量的获利盘，特别是美国的科技股，在过去十年时间不断的创出新高，科技股的估值也非常高，去年12月10日我正式发布2020年“十大预言”，其中第9条就讲到美股在2020年会见顶回落，当时很多人还不相信，因为美股已经牛了十年多了。,"[{""start"": 68, ""end"": 70, ""text"": ""美国"", ""labels"": [""LOC""]}, {""start"": 103, ""end"": 109, ""text"": ""12月10日"", ""labels"": [""TIME""]}, {""start"": 114, ""end"": 119, ""text"": ""2020年"", ""labels"": [""TIME""]}, {""start"": 137, ""end"": 142, ""text"": ""2020年"", ""labels"": [""TIME""]}]"
”空军军医大学医疗队队长王生成说。,"[{""start"": 1, ""end"": 10, ""text"": ""空军军医大学医疗队"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 15, ""text"": ""王生成"", ""labels"": [""PER""]}]"
",在四川，五成以上贷款流向基础设施、民生供应保障相关行业和批发零售业、制造业等重点领域。","[{""start"": 2, ""end"": 4, ""text"": ""四川"", ""labels"": [""LOC""]}]"
",有不少网友疑惑为什么中国国家层面没有像一些国家如意大利、韩国宣布国家进入紧急状态，一些相关领域的专家也作出了回应。","[{""start"": 11, ""end"": 13, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 28, ""text"": ""意大利"", ""labels"": [""LOC""]}, {""start"": 29, ""end"": 31, ""text"": ""韩国"", ""labels"": [""LOC""]}]"
",上海中彦的股东方包括上海享锐企业管理咨询事务所（有限合伙）、上海鹄睿企业管理咨询事务所（有限合伙）、NQ3,Ltd.、QM69,Limited、Rakuten,Europe,S.à,r.l.、上海睿净企业管理咨询事务所（有限合伙）等14家股东。","[{""start"": 1, ""end"": 9, ""text"": ""上海中彦的股东方"", ""labels"": [""ORG""]}, {""start"": 31, ""end"": 44, ""text"": ""上海鹄睿企业管理咨询事务所"", ""labels"": [""ORG""]}, {""start"": 51, ""end"": 58, ""text"": ""NQ3,Ltd"", ""labels"": [""ORG""]}, {""start"": 11, ""end"": 24, ""text"": ""上海享锐企业管理咨询事务所"", ""labels"": [""ORG""]}, {""start"": 60, ""end"": 72, ""text"": ""QM69,Limited"", ""labels"": [""ORG""]}, {""start"": 73, ""end"": 95, ""text"": ""Rakuten,Europe,S.à,r.l"", ""labels"": [""ORG""]}, {""start"": 97, ""end"": 110, ""text"": ""上海睿净企业管理咨询事务所"", ""labels"": [""ORG""]}]"
"原标题：多地吹响汽车救市号角,新能源汽车获政策重点支持,证券日报,本报记者?龚梦泽,自2018年7月份始，我国汽车市场经历了连续19个月的销量负增长。","[{""start"": 28, ""end"": 32, ""text"": ""证券日报"", ""labels"": [""ORG""]}, {""start"": 38, ""end"": 41, ""text"": ""龚梦泽"", ""labels"": [""PER""]}, {""start"": 43, ""end"": 50, ""text"": ""2018年7月"", ""labels"": [""TIME""]}]"
